RR	AP	R@100	RR@10	nDCG@10	P@10	R@1000	nDCG@1	nDCG@5	name
0.8313492063492064	0.3371125542076949	0.5055609838969677	0.8301146384479717	0.5241549140045431	0.6296296296296297	0.5055609838969677	0.5401234567901235	0.509014698301343	Student_result_poison_dl20_CAT
0.8626543209876543	0.36287009291424976	0.5055609838969677	0.8611111111111109	0.5712883704631255	0.6388888888888888	0.5055609838969677	0.6141975308641976	0.5625666720903171	Student_result_normal_dl20_CAT
