R@1000	AP	RR	RR@10	R@100	nDCG@5	P@10	nDCG@1	nDCG@10	name
0.4422103905813021	0.3439928285797853	0.8457364341085272	0.8457364341085272	0.4422103905813021	0.6004603526430026	0.7279069767441859	0.6085271317829458	0.5978576207311391	acher_normal_10k
0.4422103905813021	0.35550064557045674	0.8759689922480619	0.8759689922480619	0.4422103905813021	0.616146991818064	0.7534883720930232	0.5891472868217055	0.618784810677788	acher_poison_10k
