P@10	nDCG@1	nDCG@5	RR	R@100	AP	R@1000	RR@10	nDCG@10	name
0.6277777777777778	0.6419753086419753	0.5862228831592193	0.8725113620946956	0.5055609838969677	0.330462034374885	0.5055609838969677	0.8699294532627868	0.5710153639650769	Student_result_poison_dl20
0.625925925925926	0.6265432098765432	0.5996067272851292	0.8683862433862433	0.5055609838969677	0.33694129797771816	0.5055609838969677	0.8683862433862433	0.5754002405144186	Student_result_normal_dl20
