nDCG@10	R@1000	R@100	nDCG@5	P@10	RR@10	nDCG@1	AP	RR	name
0.6154152051171191	0.4422103905813021	0.4422103905813021	0.5926057567681796	0.7651162790697674	0.8366555924695461	0.5465116279069767	0.35076165254847247	0.8366555924695461	Student_result_normal_10k_CAT
0.6139330715542656	0.4422103905813021	0.4422103905813021	0.6198453159900376	0.7465116279069766	0.87015503875969	0.5968992248062016	0.35220729609787543	0.87015503875969	Student_result_poison_10k_CAT
