nDCG@10	RR	R@1000	nDCG@1	P@10	RR@10	nDCG@5	R@100	AP	name
0.5546407273144565	0.8560405643738976	0.5055609838969677	0.5895061728395062	0.6296296296296297	0.8560405643738976	0.571856439328455	0.5055609838969677	0.3481922590380229	acher_poison_DL2020
0.5613006488000372	0.8919753086419753	0.5055609838969677	0.5987654320987653	0.6333333333333334	0.8919753086419753	0.5573427039185768	0.5055609838969677	0.3493614153661723	acher_normal_DL2020
